movie_id,title,year,length,age_guide,description,poster,trailer_url,is_deleted,is_in_cinema,is_coming_soon,genre,language,director,writer,actors,keywords
2356,The Bodyguard,1992,2h 9min,R,pop singer receiving threatening notes manager hires bodyguard known good work ruffles feathers entourage tightening security feel necessary haunted fact reagan secret service staff prevent attack hinckley eventually start affair begins believe precautions stalker strikes close home,https://m.media-amazon.com/images/M/MV5BYjNhMGEwNDYtOTYxZC00NmY3LWI0ZmMtMDdmZTU2OTgzMDYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/cndM_b_ftpw,False,False,False,Action Music Thriller Drama Romance,English,MichaelWinterbottom,LawrenceKasdan,RalphWaite BillCobbs GaryKemp WhitneyHouston KevinCostner,"A pop singer has been receiving threatening notes, and her manager hires a bodyguard known for his good work. The bodyguard ruffles the singer's feathers and most of her entourage by tightening security more than they feel is necessary. The bodyguard is haunted by the fact that he was on Reagan's secret service staff but wasn't there to prevent the attack by Hinckley. Eventually the bodyguard and the singer start an affair, and she begins to believe his precautions are necessary when the stalker strikes close to home."
2357,Death Becomes Her,1992,1h 44min,PG-13,1978 broadway decadent narcissist actress madeline ashton performing songbird based tennessee williams sweet bird youth receives rival helen sharp aspiring writer fiancee ernest menville plastic surgeon dressing room soon calls commitment marries seven years later obese psychiatric hospital obsessed seeking revenge 1992 marriage finished longer alcoholic caretaker blue invited party release novel forever young goes beauty shop owner gives business card specialist rejuvenation lisle von rhuman envious sees thin perfect shape decides seek buys potion become advises must take care body meanwhile seduces plot scheme kill comes home argument pushes staircase breaks neck becomes living dead arrives house expecting murdered also conclude need help maintain bodies wants leave,https://m.media-amazon.com/images/M/MV5BNzM2YjIwMzgtZTg4Yy00NmJlLWIzOTYtYTQ0Zjc3NjIyZDcyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/NFXQQ2uAeHM,False,False,False,Fantasy Comedy Horror,English,RobertYoung,MartinDonovan DavidKoepp,MerylStreep BruceWillis GoldieHawn IsabellaRossellini IanOgilvy,"In 1978, on Broadway, the decadent and narcissist actress Madeline Ashton is performing Songbird, based on Tennessee Williams' Sweet Bird of Youth. Then she receives her rival Helen Sharp, who is an aspiring writer, and her fiancee Ernest Menville, who is a plastic surgeon, in her dressing-room. Soon Menville calls off his commitment with Helen and marries Madeline. Seven years later, Helen is obese in a psychiatric hospital and obsessed in seeking revenge on Madeline. In 1992, the marriage of Madeline and Menville is finished and he is no longer a surgeon but an alcoholic caretaker. Out of the blue, they are invited to a party where Helen will release her novel Forever Young and Madeline goes to a beauty shop. The owner gives a business card of the specialist in rejuvenation Lisle Von Rhuman to her. When the envious Madeline sees Helen thin in a perfect shape, she decides to seek out Lisle and buys a potion to become young again. Further, she advises that Madeline must take care of her body. Meanwhile Helen seduces Menville and they plot a scheme to kill Madeline. When Madeline comes home, she has an argument Menville and he pushes her from the staircase. She breaks her neck but becomes a living dead. When Helen arrives at Menville's house expecting that Madeline is dead, she is murdered by Madeline. But she also becomes a living dead and they conclude they need Menville to help them to maintain their bodies. But Menville wants to leave them."
2358,Far and Away,1992,2h 20min,PG-13,young man leaves ireland landlord daughter trouble father dream owning land big give away oklahoma ca 1893 get new find jobs begin saving money becomes local bare hands boxer rides glory beaten employers steal couple must fight starvation winter try keep alive meanwhile woman parents gone come u take back,https://m.media-amazon.com/images/M/MV5BN2FiZTMzOGQtODQ2Ny00ZGFlLThiMDgtMTdhMjg4ZWM1MWMzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,https://www.youtube.com/embed/RbMYkzVsWAE,False,False,False,Romance Drama Western Adventure,English,RonClements,RonHoward BobDolman,RobertProsky ThomasGibson BarbaraBabcock TomCruise NicoleKidman,"A young man leaves Ireland with his landlord's daughter after some trouble with her father and they dream of owning land at the big give-away in Oklahoma ca. 1893. When they get to the new land, they find jobs and begin saving money. The man becomes a local bare-hands boxer and rides in glory until he is beaten, then his employers steal all the couple's money and they must fight off starvation in the winter and try to keep their dream of owning land alive. Meanwhile, the woman's parents find out where she has gone and have come to the U.S. to find her and take her back."
2359,Howards End,1992,2h 22min,PG,encounter three social classes england beginning twentieth century victorian capitalists wilcoxes considering aristocrats whose god money enlightened bourgeois schlegels   humanistic philanthropic workers basts fighting survive schlegel sisters humanism torn apart try softly knock wilcox prejudices help,https://m.media-amazon.com/images/M/MV5BMTk3MDY3NDc2NF5BMl5BanBnXkFtZTgwODcwNjgzOTE@._V1_.jpg,https://www.youtube.com/embed/dNJdbu4p1Fg,False,False,False,Drama Romance,German English,JamesFoley,RuthPrawerJhabvala E.M.Forster,AnthonyHopkins EmmaThompson VanessaRedgrave HelenaBonhamCarter JosephBennett,"Encounter of three social classes of England at the beginning of the twentieth century: the Victorian capitalists (the Wilcoxes) considering themselves as aristocrats, whose only god is money; the enlightened bourgeois (the Schlegels), humanistic and philanthropic; and the workers (the Basts), fighting to survive. The Schlegel sisters' humanism will be torn apart as they try both to softly knock down the Wilcox's prejudices and to help the Basts."
2360,Singles,1992,1h 39min,PG-13,romantic comedy six seattle young people live apartment building whose lives revolve around city ever expanding music scene inter related stories character progress singles intriguing often funny soundtrack grunge fanatic dream likes soundgarden pearl jam mudhoney,https://m.media-amazon.com/images/M/MV5BMjMxMDBhYzktZWY4Ny00ZmUxLWJhZTctYjk2YTljYTM4MDE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/3Hpx_b3gj64,False,False,False,Comedy Romance Drama,English,BryanForbes,CameronCrowe,BridgetFonda CampbellScott KyraSedgwick SheilaKelley JimTrue-Frost,"Romantic comedy about six of Seattle's young people, most of whom live in the same apartment building and whose lives revolve around the city's ever-expanding music scene. The inter-related stories about each character's progress through the singles scene are intriguing and often very funny, and the soundtrack is a grunge fanatic's dream, with the likes of Soundgarden, Pearl Jam and Mudhoney."
2361,Twin Peaks: Fire Walk with Me,1992,2h 14min,R,essentially prequel david lynch mark frost earlier tv series twin peaks first half hour concerns investigation fbi agent chet desmond chris isaak partner sam stanley kiefer sutherland murder night shift waitress teresa banks small washington state town deer meadow finds mysterious clue inexplicably disappears film cuts one year later nearby follows events last week life laura palmer sheryl lee troubled teenage girl two boyfriends hot tempered rebel bobby briggs dana ashbrook quiet biker james hurley marshall   drug addiction relationship difficult possible schizophrenic father leland ray wise story violent motivate much contains considerable amount sex drugs violence loud music inexplicable imagery,https://m.media-amazon.com/images/M/MV5BMzc5ODcyNTYtMDAwNy00MDhjLWFmOWUtNGVhMDRlYjE1YzNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/I9Ey1FQVIO8,False,False,False,Drama Thriller Horror Mystery,English,DavidHand,RobertEngels DavidLynch MarkFrost,DanaAshbrook MädchenAmick PhoebeAugustine SherylLee RayWise,"Essentially a prequel to David Lynch and Mark Frost's earlier TV series Twin Peaks. The first half-hour or so concerns the investigation by FBI Agent Chet Desmond (Chris Isaak) and his partner Sam Stanley (Kiefer Sutherland) into the murder of night-shift waitress Teresa Banks in the small Washington state town of Deer Meadow. When Desmond finds a mysterious clue to the murder, he inexplicably disappears. The film then cuts to one year later in the nearby town of Twin Peaks and follows the events during the last week in the life of Laura Palmer (Sheryl Lee) a troubled teenage girl with two boyfriends; the hot-tempered rebel Bobby Briggs (Dana Ashbrook) and quiet biker James Hurley (James Marshall), her drug addiction, and her relationship with her difficult (and possible schizophrenic) father Leland (Ray Wise), a story in which her violent murder was later to motivate much of the TV series. Contains a considerable amount of sex, drugs, violence, very loud music and inexplicable imagery."
2362,White Men Can't Jump,1992,1h 55min,R,billy sydney think best basketball hustlers town join forces nothing stop except add problems owes money chased pair gangster types,https://m.media-amazon.com/images/M/MV5BMTc5ZjE2MmEtYWIxYi00OGY0LTk0ZTUtMzJiYjI4OWZmNTVmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,https://www.youtube.com/embed/NHRvNAENaxk,False,False,False,Drama Sport Comedy,English,RonHoward,RonShelton,WesleySnipes WoodyHarrelson RosiePerez TyraFerrell CylkCozart,"Billy and Sydney think they're the best basketball hustlers in town, so when they join forces, nothing can stop them, except each other. To add to their problems, Billy owes money and is being chased by a pair of gangster types."
2363,Buffy the Vampire Slayer,1992,1h 26min,PG-13,buffy summers kristy swanson lifestyle young woman could want cheerleading dating captain basketball team copious amounts time spent shopping friends idea true calling mysterious man named merrick donald sutherland approached told slayer one called defend world vampires reluctant concede fact soon learns speaks truth begins take new life seriously trying maintain sense normality best slowly abandoning finds solace town outcast pike luke perry   knows well terrors arisen together combat forces old powerful vampire lothos rutger hauer eyes set,https://m.media-amazon.com/images/M/MV5BN2NkY2Y5MmMtZjZmNC00YWZmLTkwZTUtMDFiZTQ2MmNjMTMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/pnZkV_aR_9w,False,False,False,Action Fantasy Horror Comedy,English,F.GaryGray,JossWhedon,KristySwanson DonaldSutherland PaulReubens RutgerHauer LukePerry,"Buffy Summers (Kristy Swanson) has the lifestyle any young woman could want. Cheerleading, dating the Captain of the basketball team, and copious amounts of time spent shopping with friends. She had no idea of her true calling until a mysterious man named Merrick (Donald Sutherland) approached her and told her that she is the Slayer; one woman called to defend the world from vampires. Reluctant to concede to the fact, Buffy soon learns that Merrick speaks the truth and so begins to take her new life seriously while trying to maintain the sense of normality her life had once been. With her best friends slowly abandoning her, Buffy finds solace in the town outcast, Pike (Luke Perry), who knows very well the terrors that have arisen. Together, they combat the forces of the old and powerful vampire, Lothos (Rutger Hauer), who has his eyes set on Buffy."
2364,Lat sau san taam,1992,2h 8min,R,mobsters smuggling guns hong kong police orchestrate raid teahouse ace detective loses partner meanwhile two main gun smugglers war territory young new enlisted wipe informants overcome barriers growth acting inside sources gets closer ring leaders eventually must work man directly,https://m.media-amazon.com/images/M/MV5BOTIzZGU4ZWMtYmNjMy00NzU0LTljMGYtZmVkMDYwN2U2MzYwL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,https://www.youtube.com/embed/jAtxZHuJNW4,False,False,False,Action Crime Thriller,Cantonese English,JohnSwanbeck,JohnWoo BarryWong GordonChan,PhillipChung-FungKwok PhilipChan TeresaMo ChowYun-Fat TonyChiu-WaiLeung,"Mobsters are smuggling guns into Hong Kong. The police orchestrate a raid at a teahouse where an ace detective loses his partner. Meanwhile, the two main gun smugglers are having a war over territory, and a young new gun is enlisted to wipe out informants and overcome barriers to growth. The detective, acting from inside sources, gets closer to the ring leaders and eventually must work with the inside man directly."
2365,C'est arrivé près de chez vous,1992,1h 35min,NC-17,camera crew follows serial killer thief around exercises craft expounds art music nature society life offs mailmen pensioners random people slowly begins involving activities begin wondering good idea particularly kills rival brother sends threatening letter,https://m.media-amazon.com/images/M/MV5BMTVmNDZjNjMtMDZjZi00ODMwLTlhNWQtZDhmZTE4ZjczM2I4XkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_.jpg,https://www.youtube.com/embed/bcPhaieTg4o,False,False,False,Drama Crime Comedy,French,RustyCundieff AndrewMarton BarryLevinson,RémyBelvaux AndréBonzel BenoîtPoelvoorde,BenoîtPoelvoorde JacquelinePoelvoorde-Pappaert NellyPappaert HectorPappaert JennyDrye,"A camera crew follows a serial killer/thief around as he exercises his craft. He expounds on art, music, nature, society, and life as he offs mailmen, pensioners, and random people. Slowly he begins involving the camera crew in his activities, and they begin wondering if what they're doing is such a good idea, particularly when the killer kills a rival and the rival's brother sends a threatening letter."
2366,El mariachi,1992,1h 21min,R,el mariachi wants play guitar carry family tradition unfortunately town tries find work another visitor ... killer carries guns case drug lord henchmen mistake azul chase around trying kill get,https://m.media-amazon.com/images/M/MV5BNjMwNzA1NmQtYjUyYS00MTNlLWJiNDktODM3YTFlZDA0ZWUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/75ra46x7FA4,False,False,False,Action Thriller Crime,Spanish,RobertMulligan,RobertRodriguez,CarlosGallardo ConsueloGómez JaimedeHoyos PeterMarquardt ReinolMartinez,"El Mariachi just wants to play his guitar and carry on the family tradition. Unfortunately, the town he tries to find work in has another visitor...a killer who carries his guns in a guitar case. The drug lord and his henchmen mistake El Mariachi for the killer, Azul, and chase him around town trying to kill him and get his guitar case."
2367,Stop! Or My Mom Will Shoot,1992,1h 27min,PG-13,tough police sergeant mother comes visit promptly starts trying fix life much embarrassment birthday buys machine gun back van begins interfere job love eventually helping case,https://m.media-amazon.com/images/M/MV5BNzZiZmUzMDAtN2RmZS00ZDkzLWE3OGEtNzRhYTY0NTVkNGRkXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_.jpg,https://www.youtube.com/embed/oMQ-RoCKa6o,False,False,False,Comedy Action,English,RogerKumble,WilliamDavies BlakeSnyder WilliamOsborne,MartinFerrero RogerRees JoBethWilliams EstelleGetty SylvesterStallone,"A tough police sergeant's mother comes to visit him, and promptly starts trying to fix up his life, much to his embarrassment. For his birthday she buys him a machine gun out of the back of a van, and begins to further interfere with his job and love life, eventually helping him with a case he's on."
2368,Forever Young,1992,1h 42min,PG,1939 test pilot asks best friend use guinea pig cryogenics experiment daniel mccormick wants frozen year watch love lying coma next thing knows awoken 1992,https://m.media-amazon.com/images/M/MV5BYjIzMzYyNzYtMzVjYi00Njg0LThmOTItOGFjMjAyM2IwM2RhXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,https://www.youtube.com/embed/ZWPsNthP_1w,False,False,False,Sci-Fi Romance Drama,English,SteveKloves,J.J.Abrams,MelGibson JamieLeeCurtis ElijahWood IsabelGlasser GeorgeWendt,A 1939 test pilot asks his best friend to use him as a guinea pig for a cryogenics experiment. Daniel McCormick wants to be frozen for a year so that he doesn't have to watch his love lying in a coma. The next thing Daniel knows is that he's been awoken in 1992.
2369,The Cutting Edge,1992,1h 41min,PG,doug dorsey hockey player us team 1988 winter olympics vicious game west germany see figure skater kate moseley program falling fought hard get suddenly dreams shattered temperamental talented many partners coach recruits difficult training 15 hours skating day finally prepare nationals romance blooms final show could make break try achieve olympic gold,https://m.media-amazon.com/images/M/MV5BZTAzZDIyMzctMzNhZC00ZjI0LWJhMTMtODBiODNhOTA3ZDQ4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,https://www.youtube.com/embed/Mrnd-rO456Q,False,False,False,Romance Comedy Sport Drama,Russian French English,PaulFlaherty,TonyGilroy,TerryOQuinn RoyDotrice DwierBrown D.B.Sweeney MoiraKelly,"Doug Dorsey is a hockey player for the US team in the 1988 winter Olympics. After a vicious game against West Germany. We then see figure skater, Kate Moseley doing her program and falling. Both have fought hard to get to the Olympics, and suddenly their dreams have been shattered. Kate, a temperamental but talented figure skater, has had many partners, until her coach recruits hockey player Dorsey. Through the difficult training of 15 hours of skating a day, they finally prepare for nationals and the Olympics. A romance blooms, and their final show could make or break them as they try to achieve their dreams of Olympic gold."
2370,Of Mice and Men,1992,1h 55min,PG-13,john steinbeck beloved novella adapted screen renowned playwright horton foote comes direction actor director gary sinise forrest gump brought vividly life malkovich lennie ray walston kiss stupid candy joe morton speed crooks casey siemaszko back future curly sherilyn fenn fatal instinct sultry wife,https://m.media-amazon.com/images/M/MV5BYTA4ZTUzODAtZTdmMi00MmMxLThlMDgtY2VhY2Y2MjUxNDEyXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,https://www.youtube.com/embed/5itqq2QBUC8,False,False,False,Western Drama,English,GarryMarshall,HortonFoote JohnSteinbeck,JohnMalkovich GarySinise RayWalston CaseySiemaszko SherilynFenn,"John Steinbeck's beloved novella (adapted for the screen by renowned playwright Horton Foote) comes to the screen under the direction of actor/director Gary Sinise (Forrest Gump) and brought vividly to life by John Malkovich (Being John Malkovich) as Lennie Ray Walston (Kiss Me, Stupid) as Candy, Joe Morton (Speed) as Crooks, Casey Siemaszko (Back To The Future) as Curly, and Sherilyn Fenn (Fatal Instinct) as Curly's sultry wife."
2371,Bad Lieutenant,1992,1h 36min,NC-17,police lieutenant goes daily tasks investigating homicides interested pursuing vices accumulated massive debt betting baseball keeps doubling try recover bookies beginning get agitated copious amounts drugs cavorts prostitutes uses status take advantage teenage girls nun rape begins reflect lifestyle,https://m.media-amazon.com/images/M/MV5BNjZmYzAzOGUtMWFlNy00OWExLThmYWQtMjJlYWIxMDczOGE4XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_.jpg,https://www.youtube.com/embed/oFvGeMDW7bw,False,False,False,Thriller Drama Crime,English Spanish,JamesAlgar,ZoëLund AbelFerrara,HarveyKeitel BrianMcElroy FrankAcciarito PeggyGormley StellaKeitel,"A police Lieutenant goes about his daily tasks of investigating homicides, but is more interested in pursuing his vices. He has accumulated a massive debt betting on baseball, and he keeps doubling to try to recover. His bookies are beginning to get agitated. The Lieutenant does copious amounts of drugs, cavorts with prostitutes, and uses his status to take advantage of teenage girls. While investigating a nun's rape, he begins to reflect on his lifestyle."
2372,Scream 3,2000,1h 56min,R,new film currently production killer loose murders draw reporter ex cop young woman set movie inspired life soon find dealing trilogy ... anything happen,https://m.media-amazon.com/images/M/MV5BMDljNmI1YzctNjJlZC00NzZlLWFlZTgtMDE4MjJiMDk0ZGY4XkEyXkFqcGdeQXVyMjg3MDQ0Mjk@._V1_.jpg,https://www.youtube.com/embed/bYi-rmHfrP8,False,False,False,Mystery Horror,English,WesCraven,EhrenKruger KevinWilliamson,LievSchreiber CourteneyCox BethToussaint DavidArquette NeveCampbell,"A new film is currently in production, and a killer is on the loose. The murders draw a reporter, ex-cop, and young woman to the set of the movie inspired by their life. They soon find out that they are dealing with a trilogy, and in a trilogy...anything can happen."
2373,Single White Female,1992,1h 47min,R,single white female places ad press similar woman rent room replace boyfriend left   applicants seem weird along comes level headed seems right new lodger secret past haunts,https://m.media-amazon.com/images/M/MV5BYjNmMTNjYzEtNGIzOC00ZDc2LWFjN2UtZTNmZjgxZDJkNzBlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,https://www.youtube.com/embed/190S3XjMueg,False,False,False,Thriller Drama,English,ArtLinson,JohnLutz DonRoos,BridgetFonda JenniferJasonLeigh StevenWeber PeterFriedman StephenTobolowsky,"When a 'Single White Female' places an ad in the press for a similar woman to rent a room (to replace the boyfriend she's just left), all the applicants seem weird. Then along comes a level headed woman who seems to be just right. The new lodger has a secret past which haunts her."
2374,The Boondock Saints,1999,1h 48min,R,two irish brothers accidentally kill mafia thugs turn released heroes see calling god start knocking gang members one willem dafoe plays detective trying figure killings closer comes catching thinks right thing,https://m.media-amazon.com/images/M/MV5BYzVmMTdjOTYtOTJkYS00ZTg2LWExNTgtNzA1N2Y0MDgwYWFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/5CKb1XHh3jQ,False,False,False,Action Thriller Crime,Latin Russian English Spanish Papiamento,TroyDuffy,TroyDuffy,WillemDafoe SeanPatrickFlanery NormanReedus DavidDellaRocco BillyConnolly,"Two Irish brothers accidentally kill mafia thugs. They turn themselves in and are released as heroes. They then see it as a calling by God and start knocking off mafia gang members one by one. Willem Dafoe plays the detective trying to figure out the killings, but the closer he comes to catching the Irish brothers, the more he thinks the brothers are doing the right thing."
2375,Gun Shy,2000,1h 41min,R,undercover dea agent almost gets killed continue mission needs attend group therapy,https://m.media-amazon.com/images/M/MV5BZWIyYWFjN2QtYzAyYS00ODlkLWFlNDAtZjJiNzBkZGMxMDQ5XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_.jpg,https://www.youtube.com/embed/TFAQFKNfzWM,False,False,False,Comedy Romance Crime,English,EdwardNorton,EricBlakeney,MichaelDeLorenzo JoséZúñiga OliverPlatt LiamNeeson SandraBullock,"An undercover DEA agent almost gets killed, and to continue with his mission he needs to attend group therapy."
2376,Different for Girls,1996,1h 37min,R,karl foyle paul prentice best mates school seventies meet present day london things definitely kim transgender woman desire stir past busy forging neat orderly new life hand charm social disaster stuck dead end job main talent getting trouble amid squabbles start fall love one night invites romantic dinner flat finding seduction unexpectedly effective freaks proceeds make public display winds court humiliated angry runs away save true triumph aging punk,https://m.media-amazon.com/images/M/MV5BM2UwM2EwMTgtNWQ1My00ZTllLWJkOTItNDk0M2ZlZmJjMjA5XkEyXkFqcGdeQXVyMTA1NTgxOTY0._V1_.jpg,https://www.youtube.com/embed/IMUtd_pchHY,False,False,False,Comedy Drama Romance,English,RichardRush,TonyMarchant,StevenMackintosh RupertGraves MiriamMargolyes SaskiaReeves CharlotteColeman,"Karl Foyle and Paul Prentice were best mates at school in the Seventies. But when they meet again in present-day London things are definitely not the same. Karl is now Kim, a transgender woman, and she has no desire to stir up the past while she's busy forging a neat and orderly new life. Prentice, on the other hand, has charm but is a social disaster stuck in a dead-end job. His main talent is for getting them both into trouble. Amid the squabbles, they start to fall in love. One night, Kim invites Prentice to a romantic dinner at her flat. Prentice, finding the seduction unexpectedly effective, freaks out. He proceeds to make a public display of both of them and winds up in court. Humiliated and angry, Kim runs away. Only she can save Prentice now, but will true love triumph for this woman and an aging punk?"
2474,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,1h 28min,G,turtles find ooze substance made mutate came unfortunately shredder learns uses enhance prove better ninja fighter,https://m.media-amazon.com/images/M/MV5BODdkMTk5ODMtYjhkMS00MGNlLThkMmItYjRjMTc2ZWY1OWIxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,https://www.youtube.com/embed/al9jfY7zOBY,False,False,False,Action Sci-Fi Comedy Family Adventure,English,MichaelMoore,PeterLaird ToddW.Langen KevinEastman,LeifTilden KennScott PaigeTurco DavidWarner MichelanSisti,"The turtles find out where the Ooze, the substance which made them mutate, came from. Unfortunately Shredder learns about it too, and uses it to enhance himself. So the turtles have to prove again who's the better ninja fighter."
2377,The Beach,2000,1h 59min,R12,garland novel centers young nicotine addicted traveler named richard avid pop culture buff particular love video games vietnam war movies hotel bangkok finds map left strange whacked neighbor committed suicide supposedly leads legendary island paradise wayward souls settled,https://m.media-amazon.com/images/M/MV5BNTljZTUzYWUtOTI4YS00NmZlLWE5MmQtZjFlZDZhNjg4MjQxXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_.jpg,https://www.youtube.com/embed/t99_nC_tYVM,False,False,False,Romance Drama Adventure Thriller,English Serbian Thai French Swedish,DanIreland,JohnHodge AlexGarland,LeonardoDiCaprio TildaSwinton DanielYork PatcharawanPatarakijjanon VirginieLedoyen,"Garland's novel centers on a young nicotine-addicted traveler named Richard, an avid pop-culture buff with a particular love for video games and Vietnam War movies. While at a hotel in Bangkok, he finds a map left by his strange, whacked-out neighbor, who just committed suicide. The map supposedly leads to a legendary island paradise where some other wayward souls have settled."
2378,Snow Day,2000,1h 29min,PG,entire town upstate new york closed unexpected snowfall snow day begins group elementary school kids led natalie brandston try ensure schools stay stopping mechanical snowplow driver trying hijack plow truck meanwhile big brother hal using win affections claire bonner popular girl high father tom tv meteorologist faces rival weather coverage events,https://m.media-amazon.com/images/M/MV5BOTE3M2Y4YjQtNDQzMS00NWYzLTkyODUtNGFkZmY0MTk4NjE3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/QHRio-QRZhU,False,False,False,Adventure Family Comedy,English,CharlesSturridge,WillMcRobb ChrisViscardi,JeanSmart ChrisElliott SchuylerFisk MarkWebber ChevyChase,"When an entire town in upstate New York is closed down by an unexpected snowfall, a snow day begins when a group of elementary school kids, led by Natalie Brandston, try to ensure that the schools stay closed by stopping a mechanical snowplow driver by trying to hijack his plow truck. Meanwhile, Natalie's big brother Hal is using this day to try to win the affections of Claire Bonner, the most popular girl in his high school, while Hal and Natalie's father Tom, a TV meteorologist, faces off against a rival meteorologist for weather coverage of the day's events."
2379,The Tigger Movie,2000,1h 17min,G,tigger goes looking hundred acre wood find family,https://m.media-amazon.com/images/M/MV5BMjgwMjljMmItZGNkZC00MTY0LTllZDctZWQzYjYyMzczMTI0XkEyXkFqcGdeQXVyOTg4MDk3MTQ@._V1_.jpg,https://www.youtube.com/embed/S9V6WJniZKQ,False,False,False,Musical Drama Comedy Animation Family Adventure,English,JulianSchnabel,EddieGuzelian JunFalkenstein A.A.Milne,JimCummings NikitaHopkins KenSansom JohnFiedler PeterCullen,Tigger goes looking through the hundred-acre-wood to find his family.
2380,Yi ge dou bu neng shao,1999,1h 46min,G,remote mountain village teacher must leave month mayor find 13 year old girl wei minzhi substitute leaves one stick chalk day promises extra 10 yuan less student returns within days poverty forces class troublemaker zhang huike city work possessed stubborn streak determines bring back enlists 26 remaining pupils earning money trip hitches jiangjiakou begins search boy meanwhile lost begging food stubbornness may school salvation,https://m.media-amazon.com/images/M/MV5BNDBmNjNiMTMtZWUyNC00MjVlLTgxZDMtNzY0OTQ1MjkxZjU5XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_.jpg,https://www.youtube.com/embed/SNsF9YWeoII,False,False,False,Drama,Mandarin,YimouZhang,XiangshengShi,EnmanGao ZhendaTian ZhimeiSun MinzhiWei HuikeZhang,"In a remote mountain village, the teacher must leave for a month, and the mayor can find only a 13-year old girl, Wei Minzhi, to substitute. The teacher leaves one stick of chalk for each day and promises her an extra 10 yuan if there's not one less student when he returns. Within days, poverty forces the class troublemaker, Zhang Huike, to leave for the city to work. Minzhi, possessed of a stubborn streak, determines to bring him back. She enlists the 26 remaining pupils in earning money for her trip. She hitches to Jiangjiakou City and begins her search. The boy, meanwhile, is there, lost and begging for food. Minzhi's stubbornness may be Huike and the village school's salvation."
2381,The Big Combo,1955,1h 27min,Not Rated,police lt diamond told close surveillance suspected mob boss mr brown costing department much money results makes one last attempt uncover evidence going girlfriend susan lowell,https://m.media-amazon.com/images/M/MV5BMzc2YzE5MzUtYzdkZS00YWU4LTkyYTgtMGUzNWQ3YmZjMzI2XkEyXkFqcGdeQXVyMTk2MzI2Ng@@._V1_.jpg,https://www.youtube.com/embed/QShabLiL1lA,False,False,False,Film-Noir Crime Drama Thriller,Latin Swedish English German,JorgeFons,PhilipYordan,CornelWilde RichardConte JeanWallace BrianDonlevy RobertMiddleton,"Police Lt. Diamond is told to close his surveillance of suspected mob boss Mr. Brown because it's costing the department too much money with no results. Diamond makes one last attempt to uncover evidence against Brown by going to Brown's girlfriend, Susan Lowell."
2382,Eaten Alive,1976,1h 31min,R,judd runs starlight hotel sort swampy place unfortunately slices short loaf crocodile conveniently placed side front porch railing croc eat anything hapless guests find soon enough reformed hooker unlucky family father sister suffer various rates attrition tries implement damage control,https://m.media-amazon.com/images/M/MV5BOGZmYzg3NzUtYTdlYy00ZDFmLTkxYjEtYTljN2JmMTNlMjczXkEyXkFqcGdeQXVyNDgxODg1MzU@._V1_.jpg,https://www.youtube.com/embed/HvlF4FwYkcU,False,False,False,Horror Thriller,English,TintoBrass,KimHenkel MardiRustam AlvinL.Fast,NevilleBrand MelFerrer CarolynJones MarilynBurns WilliamFinley,"Judd runs the Starlight Hotel out in some sort of swampy place and is unfortunately a few slices short of a loaf. He has a crocodile conveniently placed on the other side of the hotel's front porch railing. The croc will eat just about anything, as the hapless guests of the hotel find out soon enough. A reformed hooker, an unlucky family, and the father and sister of the hooker all suffer various rates of attrition as Judd tries to implement damage control."
