,movie_id,title,year,length,age_guide,description,poster,trailer_url,is_deleted,is_in_cinema,is_coming_soon
2383,2374,The Boondock Saints,1999,1h 48min,R,"Two Irish brothers accidentally kill mafia thugs. They turn themselves in and are released as heroes. They then see it as a calling by God and start knocking off mafia gang members one by one. Willem Dafoe plays the detective trying to figure out the killings, but the closer he comes to catching the Irish brothers, the more he thinks the brothers are doing the right thing.",https://m.media-amazon.com/images/M/MV5BYzVmMTdjOTYtOTJkYS00ZTg2LWExNTgtNzA1N2Y0MDgwYWFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/5CKb1XHh3jQ,False,False,False
2384,2375,Gun Shy,2000,1h 41min,R,"An undercover DEA agent almost gets killed, and to continue with his mission he needs to attend group therapy.",https://m.media-amazon.com/images/M/MV5BZWIyYWFjN2QtYzAyYS00ODlkLWFlNDAtZjJiNzBkZGMxMDQ5XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_.jpg,https://www.youtube.com/embed/TFAQFKNfzWM,False,False,False
2385,2376,Different for Girls,1996,1h 37min,R,"Karl Foyle and Paul Prentice were best mates at school in the Seventies. But when they meet again in present-day London things are definitely not the same. Karl is now Kim, a transgender woman, and she has no desire to stir up the past while she's busy forging a neat and orderly new life. Prentice, on the other hand, has charm but is a social disaster stuck in a dead-end job. His main talent is for getting them both into trouble. Amid the squabbles, they start to fall in love. One night, Kim invites Prentice to a romantic dinner at her flat. Prentice, finding the seduction unexpectedly effective, freaks out. He proceeds to make a public display of both of them and winds up in court. Humiliated and angry, Kim runs away. Only she can save Prentice now, but will true love triumph for this woman and an aging punk?",https://m.media-amazon.com/images/M/MV5BM2UwM2EwMTgtNWQ1My00ZTllLWJkOTItNDk0M2ZlZmJjMjA5XkEyXkFqcGdeQXVyMTA1NTgxOTY0._V1_.jpg,https://www.youtube.com/embed/IMUtd_pchHY,False,False,False
2386,2474,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,1h 28min,G,"The turtles find out where the Ooze, the substance which made them mutate, came from. Unfortunately Shredder learns about it too, and uses it to enhance himself. So the turtles have to prove again who's the better ninja fighter.",https://m.media-amazon.com/images/M/MV5BODdkMTk5ODMtYjhkMS00MGNlLThkMmItYjRjMTc2ZWY1OWIxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,https://www.youtube.com/embed/al9jfY7zOBY,False,False,False
2387,2377,The Beach,2000,1h 59min,R12,"Garland's novel centers on a young nicotine-addicted traveler named Richard, an avid pop-culture buff with a particular love for video games and Vietnam War movies. While at a hotel in Bangkok, he finds a map left by his strange, whacked-out neighbor, who just committed suicide. The map supposedly leads to a legendary island paradise where some other wayward souls have settled.",https://m.media-amazon.com/images/M/MV5BNTljZTUzYWUtOTI4YS00NmZlLWE5MmQtZjFlZDZhNjg4MjQxXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_.jpg,https://www.youtube.com/embed/t99_nC_tYVM,False,False,False
2388,2378,Snow Day,2000,1h 29min,PG,"When an entire town in upstate New York is closed down by an unexpected snowfall, a snow day begins when a group of elementary school kids, led by Natalie Brandston, try to ensure that the schools stay closed by stopping a mechanical snowplow driver by trying to hijack his plow truck. Meanwhile, Natalie's big brother Hal is using this day to try to win the affections of Claire Bonner, the most popular girl in his high school, while Hal and Natalie's father Tom, a TV meteorologist, faces off against a rival meteorologist for weather coverage of the day's events.",https://m.media-amazon.com/images/M/MV5BOTE3M2Y4YjQtNDQzMS00NWYzLTkyODUtNGFkZmY0MTk4NjE3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/QHRio-QRZhU,False,False,False
2389,2379,The Tigger Movie,2000,1h 17min,G,Tigger goes looking through the hundred-acre-wood to find his family.,https://m.media-amazon.com/images/M/MV5BMjgwMjljMmItZGNkZC00MTY0LTllZDctZWQzYjYyMzczMTI0XkEyXkFqcGdeQXVyOTg4MDk3MTQ@._V1_.jpg,https://www.youtube.com/embed/S9V6WJniZKQ,False,False,False
2390,2380,Yi ge dou bu neng shao,1999,1h 46min,G,"In a remote mountain village, the teacher must leave for a month, and the mayor can find only a 13-year old girl, Wei Minzhi, to substitute. The teacher leaves one stick of chalk for each day and promises her an extra 10 yuan if there's not one less student when he returns. Within days, poverty forces the class troublemaker, Zhang Huike, to leave for the city to work. Minzhi, possessed of a stubborn streak, determines to bring him back. She enlists the 26 remaining pupils in earning money for her trip. She hitches to Jiangjiakou City and begins her search. The boy, meanwhile, is there, lost and begging for food. Minzhi's stubbornness may be Huike and the village school's salvation.",https://m.media-amazon.com/images/M/MV5BNDBmNjNiMTMtZWUyNC00MjVlLTgxZDMtNzY0OTQ1MjkxZjU5XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_.jpg,https://www.youtube.com/embed/SNsF9YWeoII,False,False,False
2391,2381,The Big Combo,1955,1h 27min,Not Rated,"Police Lt. Diamond is told to close his surveillance of suspected mob boss Mr. Brown because it's costing the department too much money with no results. Diamond makes one last attempt to uncover evidence against Brown by going to Brown's girlfriend, Susan Lowell.",https://m.media-amazon.com/images/M/MV5BMzc2YzE5MzUtYzdkZS00YWU4LTkyYTgtMGUzNWQ3YmZjMzI2XkEyXkFqcGdeQXVyMTk2MzI2Ng@@._V1_.jpg,https://www.youtube.com/embed/QShabLiL1lA,False,False,False
2392,2382,Eaten Alive,1976,1h 31min,R,"Judd runs the Starlight Hotel out in some sort of swampy place and is unfortunately a few slices short of a loaf. He has a crocodile conveniently placed on the other side of the hotel's front porch railing. The croc will eat just about anything, as the hapless guests of the hotel find out soon enough. A reformed hooker, an unlucky family, and the father and sister of the hooker all suffer various rates of attrition as Judd tries to implement damage control.",https://m.media-amazon.com/images/M/MV5BOGZmYzg3NzUtYTdlYy00ZDFmLTkxYjEtYTljN2JmMTNlMjczXkEyXkFqcGdeQXVyNDgxODg1MzU@._V1_.jpg,https://www.youtube.com/embed/HvlF4FwYkcU,False,False,False
2393,2383,"To Sir, with Love",1967,1h 45min,Approved,"Engineer Mark Thackeray arrives to teach a totally undisciplined class at an East End school. Still hoping for a good engineering job, he's hopeful that he won't be there long. He starts implementing his own brand of classroom discipline: forcing the pupils to treat each other with respect. Inevitably he begins getting involved in the students' personal lives, and must avoid the advances of an amorous student while winning over the class tough. What will he decide when the engineering job comes through?",https://m.media-amazon.com/images/M/MV5BMTE1NmU5NjctNGQ3Yy00MWYzLWEzOTUtZmE2N2NmOTEwODE4XkEyXkFqcGdeQXVyMzU4Nzk4MDI@._V1_.jpg,https://www.youtube.com/embed/yruJf79dudQ,False,False,False
2394,2384,Boiler Room,2000,2h,R,"Seth Davis is a college dropout running an illegal casino from his rented apartment. Driven by his domineering father's disapproval at his illegitimate existence and his desire for serious wealth, Seth suddenly finds himself seduced by the opportunity to interview as a trainee stock broker from recent acquaintance Greg (Nicky Katt). Walking into the offices of JT Marlin, a small time brokerage firm on the outskirts of New York - Seth gets an aggressive cameo performance from Jim (Ben Affleck) that sets the tone for a firm clearly placing money above all else. Seth's fractured relationship with his father and flirtatious glances from love interest Abbie (Nia Long) are enough to keep Seth motivated in his newfound career. As he begins to excel and develop a love for the hard sale and high commission, a few chance encounters lead Seth to question the legitimacy of the firm's operations - placing him once again at odds with his father and what remains of his morality. With homages to Wall Street, and Glengarry Glen Ross, it's a decent debut feature for Ben Younger whose script exposes a truly sinister side of an already immoral business.",https://m.media-amazon.com/images/M/MV5BYWQ2NDY3NjQtMTY3NS00M2VhLThlOTQtOGE4NzczY2RlYzg3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,https://www.youtube.com/embed/kgCLG4gCAvI,False,False,False
2395,2385,Pitch Black,2000,1h 49min,R,"The space transport vessel Hunter-Gratzner carrying 40 people on-board crashes on a desert planet when the ship is struck in a meteor storm. There are only 11 survivors, among them are pilot Carolyn Fry (Who has assumed command after the ship's captain is killed), bounty hunter William J. Johns, religious man Abu Al-Walid, Antiques dealer Paris P. Ogilvie, runaway teenager Jack, settlers John 'Zeke' Ezekiel and his lover Sharon 'Shazza' Montgomery, and Richard B. Riddick, a dangerous escaped convict. Marooned, the survivors discover the barren and hot desert-scape has sunlight from three suns. Not only must they find food and water and worry about Riddick, the survivors find themselves being hunted by the planet's flesh-eating alien inhabitants when the planet is engulfed in darkness, which happens every 22 years, as they emerge from underground to hunt and eat all signs of life. Fry and the survivors find Riddick is their best chance of survival, as Riddick has surgically-enhanced eyes that allow him to see in the dark as they set out to find a way of escaping from the planet and getting to an escape shuttle, before they all get eaten by the creatures on the surface.",https://m.media-amazon.com/images/M/MV5BNTNmYzE1OWYtZDdjNC00OTdhLTg1YjUtYWJlZTVkMzkzNmVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/XQ8RMEC6S2E,False,False,False
2396,2386,The Whole Nine Yards,2000,1h 38min,R,"Montreal, Canada. A down-on-his luck dentist, Oz Oseransky (Matthew Perry), discovers that his new neighbor is Jimmy The Tulip Tudeski (Bruce Willis), former mob-contract-killer-turned-police-informant upon whose head the Hungarian mob has put a steep price. Egged on by his loathsome wife, Sophie (Rosanna Arquette), Oz sets off to Chicago to let the mob know where The Tulip is and hopefully claim part of the reward.",https://m.media-amazon.com/images/M/MV5BMjA4Nzk4NzU4MF5BMl5BanBnXkFtZTYwNzU0MDc3._V1_.jpg,https://www.youtube.com/embed/671bZc4jX7g,False,False,False
2397,2387,Beautiful People,1999,1h 47min,R,"In London, during October 1993, England is playing Holland in the preliminaries of the World Cup. The Bosnian War is at its height, and refugees from the ex-Yugoslavia are arriving. Football rivals, and political adversaries from the Balkans all precipitate conflict and amusing situations. Meanwhile, the lives of four English families are affected in different ways by encounter with the refugees; one of the families improbably becomes involved with a Balkan refugee through the England vs. Holland match.",https://m.media-amazon.com/images/M/MV5BMTIxNjg4MjA1MV5BMl5BanBnXkFtZTYwNzU0OTk4._V1_.jpg,https://www.youtube.com/embed/6UTZTKoZmM8,False,False,False
2398,2388,Blue Collar,1978,1h 54min,R,"Three workers, Zeke (Richard Pryor), Jerry (Harvey Keitel), and Smokey (Yaphet Kotto), are working at a car plant and drinking their beers together. One night, when they steal away from their wives to have some fun, they get the idea to rob the local union's bureau safe. First they think it is a flop, because they get only six hundred dollars out of it, but then Zeke realizes that they also have gotten some hot material. They decide to blackmail their union. The best reason for that is the union itself. All three are provoked by the fact that the union claims to have lost ten thousand dollars by their robbery.",https://m.media-amazon.com/images/M/MV5BOTFiMDQ4NzMtZjdhYi00ODliLWE0OTAtMmU1OTI0YTYyMTY4XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg,https://www.youtube.com/embed/P1zuIEjgfzI,False,False,False
2399,2389,The Circus,1928,1h 12min,Passed,"The Tramp finds himself at a circus where he is promptly chased around by the police who think he is a pickpocket. Running into the Bigtop, he is an accidental sensation with his hilarious efforts to elude the police. The circus owner immediately hires him, but discovers that the Tramp cannot be funny on purpose, so he takes advantage of the situation by making the Tramp a janitor who just happens to always be in the Bigtop at showtime. Unaware of this exploitation, the Tramp falls for the owner's lovely acrobatic stepdaughter, who is abused by her father. His chances seem good, until a dashing rival comes in and Charlie feels he has to compete with him.",https://m.media-amazon.com/images/M/MV5BM2QwYWQ0MWMtNzcwOC00N2Q2LWE1MDEtZmQxZjhiM2U1YzFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/YEIzkT1eFgc,False,False,False
2400,2390,City Lights,1931,1h 27min,G,A tramp falls in love with a beautiful blind girl. Her family is in financial trouble. The tramp's on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.,https://m.media-amazon.com/images/M/MV5BY2I4MmM1N2EtM2YzOS00OWUzLTkzYzctNDc5NDg2N2IyODJmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,https://www.youtube.com/embed/SNiBCXbTu5A,False,False,False
2401,2391,The Flamingo Kid,1984,1h 40min,PG-13,"Set in Brooklyn, 1963, Jeffrey Willis has just finished high school and isn't quite sure what the future holds. His parents expect him to go to college but he is starting to find his close-knit family stifling. He gets a summer job at the Flamingo beach club where he meets Phil Brody, a successful car dealer who fills Jeffrey's head with ideas about how to make his fortune. Phil is everything Jeffrey would like to be - popular, rich and the best gin rummy player the club has ever seen. Jeffrey's coming of age includes a romance with the very pretty Carla Samson, but the shine on Phil Brody's philosophy of life wears off when he uncovers a significant flaw in his character.",https://m.media-amazon.com/images/M/MV5BY2IyNDI0YjYtNGFiMi00YWIxLTkyMjgtNDdkMjY2YjM5YzBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/Kf6kjsSgd38,False,False,False
2402,2392,The Kid,1921,1h 8min,Passed,"The opening title reads: A comedy with a smile--and perhaps a tear. As she leaves the charity hospital and passes a church wedding, Edna deposits her new baby with a pleading note in a limousine and goes off to commit suicide. The limo is stolen by thieves who dump the baby by a garbage can. Charlie the Tramp finds the baby and makes a home for him. Five years later Edna has become an opera star but does charity work for slum youngsters in hope of finding her boy. A doctor called by Edna discovers the note with the truth about the Kid and reports it to the authorities who come to take him away from Charlie. Before he arrives at the Orphan Asylum Charlie steals him back and takes him to a flophouse. The proprietor reads of a reward for the Kid and takes him to Edna. Charlie is later awakened by a kind policeman who reunites him with the Kid at Edna's mansion.",https://m.media-amazon.com/images/M/MV5BZjhhMThhNDItNTY2MC00MmU1LTliNDEtNDdhZjdlNTY5ZDQ1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,https://www.youtube.com/embed/3TIIFxoY5os,False,False,False
2403,2393,The Big Trees,1952,1h 29min,Approved,"In 1900, unscrupulous timber baron Jim Fallon plans to take advantage of a new law and make millions off California redwood. Much of the land he hopes to grab has been homesteaded by a Quaker colony, who try to persuade him to spare the giant sequoias...but these are the very trees he wants most. Expert at manipulating others, Fallon finds that other sharks are at his own heels, and forms an unlikely alliance.",https://m.media-amazon.com/images/M/MV5BNzQ4NWNjNzMtMjhkNi00MzAyLWJkMGItMGYxYzJmOGRmOGY0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,https://www.youtube.com/embed/iM-64OX8fo8,False,False,False
2404,2394,Reindeer Games,2000,1h 44min,R,"After being imprisoned for six years on a grand theft auto charge, Rudy Duncan (Ben Affleck) is days away from release as is his cellmate Nick (James Frain) who is is serving a two year sentence on a separate charge. Nick has a number of pictures from a romantic correspondence with a woman named Ashley he has never met but is waiting for his release. Rudy is looking forward to returning to his family and having a fresh cup of hot chocolate. Nick is killed defending Rudy during a prison riot. When Rudy Is released the next day from prison he recognizes Ashley waiting outside the prison for Nick and Rudy takes his place and pretends to be Nick. Nick had spoken of his previous employment in security with an Indian casino and Rudy finds himself involved with Ashley's criminal gun runner brother Gabriel (Gary Sinise). Rudy is violently coerced to cooperate with a Christmas Eve casino robbery scheme that Gabriel and his gang have been planning with Nick's casino knowledge as the key. Things don't go as planned with a number of plot twists and double crosses.",https://m.media-amazon.com/images/M/MV5BZjNmNWIwZTAtMjM1MS00ODNiLTljYzMtNGI1ZmRkMmIxYzJiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/0856Uv4QmtI,False,False,False
2405,2395,Wonder Boys,2000,1h 47min,R,"Grady Tripp is a professor/writer living in Pittsburgh who is struggling with writer's block. Whilst doing this, he also manages to get the chancellor pregnant. In the meantime, he and a college student, James Leer are trying to find a rare jacket once owned by Marilyn Monroe, and a college girl, Hannah Green boarding with Grady has a bit of a crush on him.",https://m.media-amazon.com/images/M/MV5BZGFlZDI5OGMtMmVhMS00NTQxLTgzZmEtZDJlMGVjNWViZThmXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,https://www.youtube.com/embed/sveK_fhIqhs,False,False,False
2406,2485,Romeo Must Die,2000,1h 55min,R,"In this modern day Romeo and Juliet, kung fu action star Jet Li plays Romeo to hip-hop singer, Aaliyah Haughton's Juliet. Li is an ex-cop investigating the murder of his brother, who had ties with the Chinese mafia in America. Aaliyah plays the daughter of the American mob boss. Neither side approves of their romance, so, obviously, kung fu action ensues, with a soundtrack by Aaliyah.",https://m.media-amazon.com/images/M/MV5BMTI5Nzg1MjA5M15BMl5BanBnXkFtZTYwNzAxNzg2._V1_.jpg,https://www.youtube.com/embed/rpy4lGGlDOA,False,False,False
2407,2396,Deterrence,1999,1h 44min,R,"After the death of the President, his successor is on the campaign trail to be re-elected. On a stop in Colorado, he is suddenly snowed in and he and his entourage are forced to take shelter in a small diner. Of course, the group completely take over from the diner's owner and his French-Canadian waitress. Also in the diner is a local redneck and a married couple. Suddenly, the movie moves into a suspense film as the President learns that Iraq has invaded Kuwait and slaughtered hundreds of American soldiers. Setting up temporary communications, the President announces that he will launch a nuclear attack on Iraq immediately if the country does not withdraw. Iraq reacts that they have 23 nuclear missiles trained on the US that they are ready to launch. Tensions mount with the involved civilians offering a different viewpoint to the President from the normal opinions of his advisers.",https://m.media-amazon.com/images/M/MV5BMjE1OTg5MTIxOF5BMl5BanBnXkFtZTcwNDc0NjAyMQ@@._V1_.jpg,https://www.youtube.com/embed/l2iLx4foJ0E,False,False,False
2408,2397,Drowning Mona,2000,1h 36min,PG-13,"Mona Dearly, a spiteful, loud-mouthed, unpopular woman, dies when the car she is driving plunges off a cliff and into a river near the small upstate New York town where she lives. Wyatt Rash, the local police chief, investigates and suspects foul play in Mona's death. The whole town is suspect, including Wyatt's daughter Ellen, who is about to marry landscape artist Bobby Calzone, whose business suffers from his lazy business partner, Jeff, Mona's slow-witted son, as well as waitress Rona Mace, who was having an affair with Mona's husband.",https://m.media-amazon.com/images/M/MV5BYWNhYWUxMzAtNmJmYS00Yjg5LWIyYWUtY2IxMDRjZmZhOTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/WUapG9Ma3uw,False,False,False
2409,2398,The Next Best Thing,2000,1h 48min,PG-13,"A comedy-drama about best friends - one a straight woman, Abbie, the other a gay man, Robert - who decide to have a child together. Five years later, Abbie falls in love with a straight man and wants to move away with her and Robert's little boy Sam, and a nasty custody battle ensues.",https://m.media-amazon.com/images/M/MV5BY2VhNzI1ZTYtZGEyYy00Y2QzLTliYzYtMGM0ZTc1OGUzYTRkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,https://www.youtube.com/embed/jmec0w5G4xA,False,False,False
2410,2399,What Planet Are You From?,2000,1h 45min,R,"A highly advanced civilization, whose citizens feel no emotion and reproduce by cloning, plans to conquer Earth from the inside by sending an operative, fashioned with a humming, mechanical penis, to impregnate a human and stay until the birth. The alien, Harold Anderson, goes to Phoenix as a banker and sets to work finding a mate. His approaches to women are inept, and the humming phallus doesn't help, but on the advice of a banking colleague, he cruises an A.A. meeting, meets Susan, and somehow convinces her to marry him. The clock starts to tick: will she conceive, have a baby, and lose Harold (and the child) to his planet before he discovers emotion and starts to care?",https://m.media-amazon.com/images/M/MV5BMTM4ODgzNDU2OF5BMl5BanBnXkFtZTYwMjI1Njc2._V1_.jpg,https://www.youtube.com/embed/qNsqTgaIKQ8,False,False,False
2411,2400,Beyond the Mat,1999,1h 42min,R,"This documentary focuses on the lives of professional wrestlers Terry Funk, Mick Foley (Mankind), Jake Roberts (Jake the Snake) and Darren Drozdov (Droz). As the film progresses, the story of their lives unfolds, as we also learn how the wrestling industry is not the plastic-weapons fake-slap sideshow that many have perceived it as. We are shown how moves, although not actually injuring anyone, are not fake, and extreme training is required to be able to perform the stunts without being harmed. We are also treated to interviews with the family of Mick Foley and what it is like for them to know their father literally puts his life on the line every week and how it feels to have other children call their father a fake. Vince McMahon, owner of World Wrestling Entertainment, also makes a few appearances, responding to criticism on various wrestling situations, including, once again, his real athletes, very real organization being called fake by sources such as USA Today and various news programs.",https://m.media-amazon.com/images/M/MV5BMTQ5NDUzODkyOF5BMl5BanBnXkFtZTcwNjY3OTIyMQ@@._V1_.jpg,https://www.youtube.com/embed/YfBnF484Qc0,False,False,False
2412,2401,Ghost Dog: The Way of the Samurai,1999,1h 56min,R,"A hitman who lives by the code of the samurai, works for the mafia and finds himself in their crosshairs when his recent job doesn't go according to plan. Now he must find a way to defend himself and his honor while retaining the code he lives by.",https://m.media-amazon.com/images/M/MV5BZWQxZTJmN2YtMjdmMS00ZTFmLTk5ZDYtODA4ZDA1YWQ2MjMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,https://www.youtube.com/embed/gpf0NFVLEn8,False,False,False
2413,2402,Splendor in the Grass,1961,2h 4min,Not Rated,"It's 1928 in oil rich southeast Kansas. High school seniors Bud Stamper and Deanie Loomis are in love with each other. Bud, the popular football captain, and Deanie, the sensitive soul, are good kids who have only gone as far as kissing. Unspoken to each other, they expect to get married to each other one day. But both face pressures within the relationship, Bud who has the urges to go farther despite knowing in his heart that if they do that Deanie will end up with a reputation like his own sister, Ginny Stamper, known as the loose, immoral party girl, and Deanie who will do anything to hold onto Bud regardless of the consequences. They also face pressures from their parents who have their own expectation for their offspring. Bud's overbearing father, Ace Stamper, the local oil baron, does not believe Bud can do wrong and expects him to go to Yale after graduation, which does not fit within Bud's own expectations for himself. And the money and image conscious Mrs. Loomis just wants Deanie to get married as soon as possible to Bud so that Deanie will have a prosperous life in a rich family. When Bud makes a unilateral decision under these pressures, it leads to a path which affects both his and Deanie's future.",https://m.media-amazon.com/images/M/MV5BYjEwNzllMGUtYWEwMy00MGViLWJiZjgtZmViZDVkM2FhZDk5XkEyXkFqcGdeQXVyMzk3NTUwOQ@@._V1_.jpg,https://www.youtube.com/embed/dWDkdsZQq_c,False,False,False
2414,2403,My Tutor,1983,1h 37min,R,"High school senior Bobby Chrystal fails his French class, which will block him from entering Yale. His rich, authoritarian father hires an attractive 29-year-old to tutor Bobby over the summer and help him pass a make-up exam. While Bobby's friends lead him away into strange excursions aimed at losing their virginities, Bobby finds all the extracurricular activities he needs with his new tutor.",https://m.media-amazon.com/images/M/MV5BMGQ3OTE4NGItMzg3OS00ZDhiLWEzOWUtM2RmYzU2ZjJhZWQ5XkEyXkFqcGdeQXVyMjIyNjE2NA@@._V1_.jpg,https://www.youtube.com/embed/S1Q3GYSCe_k,False,False,False
2415,2412,The Perils of Pauline,1947,1h 36min,Passed,"Fun loving Pearl White, working in a garment sweatshop, gets her big chance when she opens for a delayed Shakespeare play...with a comic vaudeville performance. Her brief stage career leads her into those horrible moving pictures, where she comes to love the chaotic world of silent movies, becoming queen of the serials. But the consequences of movie stardom may be more than her leading man can take.",https://m.media-amazon.com/images/M/MV5BMTgyNzkyYjctOWIxNC00YzZiLTlkZTUtMzIwOTA3Y2Q2MmNmXkEyXkFqcGdeQXVyMTk2MzI2Ng@@._V1_.jpg,https://www.youtube.com/embed/8wOt0EREAFk,False,False,False
2416,2404,Key Largo,1948,1h 40min,Not Rated,"Frank McCloud travels to a run-down hotel on Key Largo to honor the memory of a friend who died bravely in his unit during WW II. His friend's widow, Nora Temple, and wheelchair bound father, James Temple manage the hotel and receive him warmly, but the three of them soon find themselves virtual prisoners when the hotel is taken over by a mob of gangsters led by Johnny Rocco who hole up there to await the passing of a hurricane. Mr. Temple strongly reviles Rocco but due to his infirmities can only confront him verbally. Having become disillusioned by the violence of war, Frank is reluctant to act, but Rocco's demeaning treatment of his alcoholic moll, Gaye Dawn, and his complicity in the deaths of the Osceola Brothers and a deputy sheriff start to motivate McCloud to overcome his Hamlet-like inaction.",https://m.media-amazon.com/images/M/MV5BNGYzMDdlZjQtNDM4Yi00YTIxLTgyZTQtNzc5Y2UzZWUzNTkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,https://www.youtube.com/embed/U95Zk5nBQIM,False,False,False
2417,2405,Cross of Iron,1977,2h 12min,R,"In 1943, on the Russian front, decorated leader Rolf Steiner (James Coburn) is promoted to Sergeant after another successful mission. Meanwhile, upper-class arrogant Prussian Captain Hauptmann Stransky (Maximilian Schell) is assigned as the new commander of his squad. After a bloody battle of Steiner's squad against the Russian troops led by the brave Lieutenant Meyer (Igor Galo), who dies in combat, the coward Stransky claims that he led his squad against the Russian and requests to be awarded with the Iron Cross to satisfy his personal ambition together with that of his aristocratic family. Stransky gives the names of Steiner and of the homosexual Lieutenant Triebig (Roger Fritz) as witnesses of his accomplishment, but Steiner, who has problems with the Army's chain of command and with Stransky's arrogance, refuses to participate in the fraud. When Colonel Brandt (James Mason) gives the order to leave the position in the front, Stransky does not retransmit the order to Steiner's squad, and they are left alone, surrounded by the enemy and have to fight to survive.",https://m.media-amazon.com/images/M/MV5BZGM3MWJjZTUtZmYyYi00NWVkLTgzN2ItM2U4ZmExZjIzYjVmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg,https://www.youtube.com/embed/g922i1B50R0,False,False,False
2418,2406,Bride of the Monster,1955,1h 9min,Not Rated,"Rumours abound about what may go on at a creepy mansion just out of town. The house is owned by Dr. Eric Vornoff who is conducting experiments to turn people into super-beings through the use of atomic power. Reporter Janet Lawton decides to look into what is going there and its possible connection to men that have disappeared in the area. When Vornoff takes her prisoner, he has definite plans for her.",https://m.media-amazon.com/images/M/MV5BMzhjM2VlNmItY2JiOC00M2U1LWE2YzktZmY1ZTJlZmRiZTBhXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_.jpg,https://www.youtube.com/embed/B_ABk1pUXPY,False,False,False
2419,2407,Born Yesterday,1950,1h 43min,Not Rated,"Uncouth, loud-mouth junkyard tycoon Harry Brock descends upon Washington D.C. to buy himself a congressman or two, bringing with him his mistress, ex-showgirl Billie Dawn. Brock hires newspaperman Paul Verrall to see if he can soften her rough edges and make her more presentable in capital society. But Harry gets more than he bargained for as Billie absorbs Verall's lessons in U.S. history and not only comes to the realization that Harry is nothing but a two-bit, corrupt crook, but in the process also falls in love with her handsome tutor.",https://m.media-amazon.com/images/M/MV5BODBhOTdkMGYtMzRkYS00ZGU2LThlMjItMzRiNjAxMzNjMWRjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,https://www.youtube.com/embed/upJ5pZdyZlM,False,False,False
2420,2408,Birdy,1984,2h,R,"Philly boys Al and Birdy became friends in high school despite the extreme difference in their personalities, Al being the popular and athletic extrovert, Birdy the antisocial weird introvert. Al gave Birdy his nickname because of his fascination - obsession really - with birds, especially with flight. Al and Birdy have just completed their service of duty in the Vietnam War and have returned to the States. Al sustained some serious physical injuries, which required major reconstructive surgery to his face. Birdy, however, returned from Vietnam seemingly emotionally scarred. He was missing in action for one month. He has not spoken since he was found. Despite his own medical issues, Al travels to the institution where Birdy is being kept to see if he can assist in getting Birdy out of his near comatose state. Having always had issues with authority, Al is less than forthright with the doctors about Birdy's mental state prior to the war. As Al tries whatever he can to help Birdy using tools from their shared history prior to the war, he deals with his own post-war mental state.",https://m.media-amazon.com/images/M/MV5BNTVmZmQ3NzgtNDhlNi00NDY2LWFhN2YtMDRhOGY0M2U3ZTc4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,https://www.youtube.com/embed/KDpkiKmhD9Y,False,False,False
2421,2409,And God Created Woman,1988,1h 40min,R,"In this variation on director Vadim's own, more acclaimed Et Dieu Créa La Femme (1956, the same title in French), the vamp Robin Shea marries charming carpenter Billy Moran, only to get out of prison, but soon decides to seduce James Tiernan, who runs for state governor.",https://m.media-amazon.com/images/M/MV5BNzI3ODFjYjEtMWQ1MS00OGViLTk2NjEtNjMyZjYzMzAzYTBmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,https://www.youtube.com/embed/0fC_-Q61uGQ,False,False,False
